listing_id,address,source_label,candidate_rank,photo_index,outdoor_candidate_score,green_ratio,blue_ratio,local_path,source_url,reuse_rights,review_status
10563296,1007 4TH Avenue,Columbia Valley,3,4,72,0.005,0.007,data\mls_photos\columbia_valley\1007-4th-avenue-10563296\04_00A12EE0_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A12EE0.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10563296,1007 4TH Avenue,Columbia Valley,4,3,71,0.024,0.006,data\mls_photos\columbia_valley\1007-4th-avenue-10563296\03_00A12EE0_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A12EE0.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10563296,1007 4TH Avenue,Columbia Valley,5,2,70,0.01,0.0,data\mls_photos\columbia_valley\1007-4th-avenue-10563296\02_00A12EE0_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A12EE0.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10590002,4642 ROWAN Street,Columbia Valley,1,3,84,0.272,0.013,data\mls_photos\columbia_valley\4642-rowan-street-10590002\03_00A19732_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19732.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10590002,4642 ROWAN Street,Columbia Valley,2,5,84,0.272,0.013,data\mls_photos\columbia_valley\4642-rowan-street-10590002\05_00A19732_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19732.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10590002,4642 ROWAN Street,Columbia Valley,3,1,80,0.334,0.012,data\mls_photos\columbia_valley\4642-rowan-street-10590002\01_00A19732_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19732.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10590002,4642 ROWAN Street,Columbia Valley,4,9,76,0.224,0.025,data\mls_photos\columbia_valley\4642-rowan-street-10590002\09_00A19732_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19732.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10590002,4642 ROWAN Street,Columbia Valley,5,10,74,0.233,0.099,data\mls_photos\columbia_valley\4642-rowan-street-10590002\10_00A19732_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19732.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
10588693,885 COPPERVIEW Close,Columbia Valley,1,1,71,0.022,0.358,data\mls_photos\columbia_valley\885-copperview-close-10588693\01_00A19215_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19215.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10588693,885 COPPERVIEW Close,Columbia Valley,2,2,61,0.013,0.188,data\mls_photos\columbia_valley\885-copperview-close-10588693\02_00A19215_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19215.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10588693,885 COPPERVIEW Close,Columbia Valley,3,3,52,0.159,0.004,data\mls_photos\columbia_valley\885-copperview-close-10588693\03_00A19215_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19215.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10662424,7503 SUN VALLEY Place,Columbia Valley,1,16,80,0.008,0.473,data\mls_photos\columbia_valley\7503-sun-valley-place-10662424\16_00A2B218_L16.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2B218.L16&failover=portal_Blank.gif,unknown_research_only,needs_review
10662424,7503 SUN VALLEY Place,Columbia Valley,2,1,78,0.006,0.555,data\mls_photos\columbia_valley\7503-sun-valley-place-10662424\01_00A2B218_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2B218.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10662424,7503 SUN VALLEY Place,Columbia Valley,3,2,76,0.054,0.443,data\mls_photos\columbia_valley\7503-sun-valley-place-10662424\02_00A2B218_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2B218.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10662424,7503 SUN VALLEY Place,Columbia Valley,4,17,63,0.07,0.184,data\mls_photos\columbia_valley\7503-sun-valley-place-10662424\17_00A2B218_L17.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2B218.L17&failover=portal_Blank.gif,unknown_research_only,needs_review
10662424,7503 SUN VALLEY Place,Columbia Valley,5,3,61,0.141,0.035,data\mls_photos\columbia_valley\7503-sun-valley-place-10662424\03_00A2B218_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2B218.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
20050440,959 COPPER POINT Way,Columbia Valley,1,5,82,0.178,0.301,data\mls_photos\columbia_valley\959-copper-point-way-20050440\05_0131F208_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131F208.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
20050440,959 COPPER POINT Way,Columbia Valley,2,7,74,0.444,0.08,data\mls_photos\columbia_valley\959-copper-point-way-20050440\07_0131F208_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131F208.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
20050440,959 COPPER POINT Way,Columbia Valley,3,4,66,0.068,0.278,data\mls_photos\columbia_valley\959-copper-point-way-20050440\04_0131F208_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131F208.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
20050440,959 COPPER POINT Way,Columbia Valley,4,9,66,0.043,0.158,data\mls_photos\columbia_valley\959-copper-point-way-20050440\09_0131F208_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131F208.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
20050440,959 COPPER POINT Way,Columbia Valley,5,1,65,0.035,0.276,data\mls_photos\columbia_valley\959-copper-point-way-20050440\01_0131F208_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131F208.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
20076380,4573 Columere Road,Columbia Valley,1,3,77,0.189,0.285,data\mls_photos\columbia_valley\4573-columere-road-20076380\03_0132575C_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132575C.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
20076380,4573 Columere Road,Columbia Valley,2,10,76,0.265,0.255,data\mls_photos\columbia_valley\4573-columere-road-20076380\10_0132575C_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132575C.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
20076380,4573 Columere Road,Columbia Valley,3,14,70,0.007,0.492,data\mls_photos\columbia_valley\4573-columere-road-20076380\14_0132575C_L14.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132575C.L14&failover=portal_Blank.gif,unknown_research_only,needs_review
20076380,4573 Columere Road,Columbia Valley,4,15,69,0.015,0.473,data\mls_photos\columbia_valley\4573-columere-road-20076380\15_0132575C_L15.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132575C.L15&failover=portal_Blank.gif,unknown_research_only,needs_review
20076380,4573 Columere Road,Columbia Valley,5,1,66,0.068,0.348,data\mls_photos\columbia_valley\4573-columere-road-20076380\01_0132575C_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132575C.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10671250,2588 LEDGEROCK Ridge,Columbia Valley,1,2,84,0.312,0.231,data\mls_photos\columbia_valley\2588-ledgerock-ridge-10671250\02_00A2D492_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2D492.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10671250,2588 LEDGEROCK Ridge,Columbia Valley,2,1,83,0.324,0.104,data\mls_photos\columbia_valley\2588-ledgerock-ridge-10671250\01_00A2D492_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2D492.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10671250,2588 LEDGEROCK Ridge,Columbia Valley,3,4,74,0.231,0.241,data\mls_photos\columbia_valley\2588-ledgerock-ridge-10671250\04_00A2D492_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2D492.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10671250,2588 LEDGEROCK Ridge,Columbia Valley,4,3,71,0.168,0.2,data\mls_photos\columbia_valley\2588-ledgerock-ridge-10671250\03_00A2D492_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2D492.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10671250,2588 LEDGEROCK Ridge,Columbia Valley,5,20,68,0.001,0.069,data\mls_photos\columbia_valley\2588-ledgerock-ridge-10671250\20_00A2D492_L20.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2D492.L20&failover=portal_Blank.gif,unknown_research_only,needs_review
10665254,815 LAKEVIEW MEADOWS GREEN,Columbia Valley,1,1,79,0.216,0.307,data\mls_photos\columbia_valley\815-lakeview-meadows-green-10665254\01_00A2BD26_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD26.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10665254,815 LAKEVIEW MEADOWS GREEN,Columbia Valley,2,3,59,0.024,0.356,data\mls_photos\columbia_valley\815-lakeview-meadows-green-10665254\03_00A2BD26_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD26.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10665254,815 LAKEVIEW MEADOWS GREEN,Columbia Valley,3,4,59,0.026,0.211,data\mls_photos\columbia_valley\815-lakeview-meadows-green-10665254\04_00A2BD26_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD26.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10665254,815 LAKEVIEW MEADOWS GREEN,Columbia Valley,4,2,51,0.026,0.209,data\mls_photos\columbia_valley\815-lakeview-meadows-green-10665254\02_00A2BD26_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD26.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10685328,961 COPPER POINT Way,Columbia Valley,1,1,65,0.089,0.311,data\mls_photos\columbia_valley\961-copper-point-way-10685328\01_00A30B90_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30B90.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10685328,961 COPPER POINT Way,Columbia Valley,2,2,57,0.098,0.172,data\mls_photos\columbia_valley\961-copper-point-way-10685328\02_00A30B90_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30B90.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10685328,961 COPPER POINT Way,Columbia Valley,3,5,49,0.001,0.103,data\mls_photos\columbia_valley\961-copper-point-way-10685328\05_00A30B90_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30B90.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10685328,961 COPPER POINT Way,Columbia Valley,4,4,48,0.01,0.062,data\mls_photos\columbia_valley\961-copper-point-way-10685328\04_00A30B90_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30B90.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10685328,961 COPPER POINT Way,Columbia Valley,5,14,48,0.005,0.19,data\mls_photos\columbia_valley\961-copper-point-way-10685328\14_00A30B90_L14.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30B90.L14&failover=portal_Blank.gif,unknown_research_only,needs_review
10523709,515 LAKEVIEW Place,Columbia Valley,1,1,92,0.115,0.113,data\mls_photos\columbia_valley\515-lakeview-place-10523709\01_00A0943D_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A0943D.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10565896,4859 HOLLAND CK RIDGE Road,Columbia Valley,1,3,79,0.04,0.071,data\mls_photos\columbia_valley\4859-holland-ck-ridge-road-10565896\03_00A13908_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A13908.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10565896,4859 HOLLAND CK RIDGE Road,Columbia Valley,2,2,71,0.025,0.027,data\mls_photos\columbia_valley\4859-holland-ck-ridge-road-10565896\02_00A13908_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A13908.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10565896,4859 HOLLAND CK RIDGE Road,Columbia Valley,3,4,70,0.0,0.083,data\mls_photos\columbia_valley\4859-holland-ck-ridge-road-10565896\04_00A13908_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A13908.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10565896,4859 HOLLAND CK RIDGE Road,Columbia Valley,4,5,70,0.001,0.007,data\mls_photos\columbia_valley\4859-holland-ck-ridge-road-10565896\05_00A13908_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A13908.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10565896,4859 HOLLAND CK RIDGE Road,Columbia Valley,5,1,64,0.013,0.097,data\mls_photos\columbia_valley\4859-holland-ck-ridge-road-10565896\01_00A13908_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A13908.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10569690,4927 LAKEVIEW MEADOWS Close,Columbia Valley,1,5,69,0.092,0.226,data\mls_photos\columbia_valley\4927-lakeview-meadows-close-10569690\05_00A147DA_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A147DA.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10569690,4927 LAKEVIEW MEADOWS Close,Columbia Valley,2,1,68,0.087,0.226,data\mls_photos\columbia_valley\4927-lakeview-meadows-close-10569690\01_00A147DA_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A147DA.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10569690,4927 LAKEVIEW MEADOWS Close,Columbia Valley,3,2,65,0.164,0.047,data\mls_photos\columbia_valley\4927-lakeview-meadows-close-10569690\02_00A147DA_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A147DA.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10569690,4927 LAKEVIEW MEADOWS Close,Columbia Valley,4,4,57,0.01,0.013,data\mls_photos\columbia_valley\4927-lakeview-meadows-close-10569690\04_00A147DA_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A147DA.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10569690,4927 LAKEVIEW MEADOWS Close,Columbia Valley,5,3,54,0.007,0.001,data\mls_photos\columbia_valley\4927-lakeview-meadows-close-10569690\03_00A147DA_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A147DA.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10572288,4552 COLUMBIA VIEW Road,Columbia Valley,1,9,81,0.0,0.0,data\mls_photos\columbia_valley\4552-columbia-view-road-10572288\09_00A15200_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15200.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10572288,4552 COLUMBIA VIEW Road,Columbia Valley,2,6,78,0.003,0.1,data\mls_photos\columbia_valley\4552-columbia-view-road-10572288\06_00A15200_L06.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15200.L06&failover=portal_Blank.gif,unknown_research_only,needs_review
10572288,4552 COLUMBIA VIEW Road,Columbia Valley,3,1,77,0.091,0.039,data\mls_photos\columbia_valley\4552-columbia-view-road-10572288\01_00A15200_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15200.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10572288,4552 COLUMBIA VIEW Road,Columbia Valley,4,8,76,0.0,0.0,data\mls_photos\columbia_valley\4552-columbia-view-road-10572288\08_00A15200_L08.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15200.L08&failover=portal_Blank.gif,unknown_research_only,needs_review
10572288,4552 COLUMBIA VIEW Road,Columbia Valley,5,2,74,0.081,0.024,data\mls_photos\columbia_valley\4552-columbia-view-road-10572288\02_00A15200_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15200.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10573769,1513 LAKEVIEW Lane,Columbia Valley,1,1,73,0.06,0.182,data\mls_photos\columbia_valley\1513-lakeview-lane-10573769\01_00A157C9_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A157C9.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10573769,1513 LAKEVIEW Lane,Columbia Valley,2,2,69,0.176,0.221,data\mls_photos\columbia_valley\1513-lakeview-lane-10573769\02_00A157C9_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A157C9.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10573769,1513 LAKEVIEW Lane,Columbia Valley,3,3,67,0.025,0.535,data\mls_photos\columbia_valley\1513-lakeview-lane-10573769\03_00A157C9_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A157C9.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10573769,1513 LAKEVIEW Lane,Columbia Valley,4,7,60,0.009,0.0,data\mls_photos\columbia_valley\1513-lakeview-lane-10573769\07_00A157C9_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A157C9.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
10573769,1513 LAKEVIEW Lane,Columbia Valley,5,4,52,0.001,0.004,data\mls_photos\columbia_valley\1513-lakeview-lane-10573769\04_00A157C9_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A157C9.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10574816,1 BIGHORN SHEEP Lane,Columbia Valley,1,4,84,0.052,0.02,data\mls_photos\columbia_valley\1-bighorn-sheep-lane-10574816\04_00A15BE0_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15BE0.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10574816,1 BIGHORN SHEEP Lane,Columbia Valley,2,5,83,0.162,0.062,data\mls_photos\columbia_valley\1-bighorn-sheep-lane-10574816\05_00A15BE0_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15BE0.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10574816,1 BIGHORN SHEEP Lane,Columbia Valley,3,7,80,0.059,0.013,data\mls_photos\columbia_valley\1-bighorn-sheep-lane-10574816\07_00A15BE0_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15BE0.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
10574816,1 BIGHORN SHEEP Lane,Columbia Valley,4,3,77,0.093,0.013,data\mls_photos\columbia_valley\1-bighorn-sheep-lane-10574816\03_00A15BE0_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15BE0.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10574816,1 BIGHORN SHEEP Lane,Columbia Valley,5,1,73,0.043,0.038,data\mls_photos\columbia_valley\1-bighorn-sheep-lane-10574816\01_00A15BE0_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A15BE0.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10587559,4905 LAKEVIEW MEADOWS Close,Columbia Valley,1,8,82,0.035,0.275,data\mls_photos\columbia_valley\4905-lakeview-meadows-close-10587559\08_00A18DA7_L08.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A18DA7.L08&failover=portal_Blank.gif,unknown_research_only,needs_review
10587559,4905 LAKEVIEW MEADOWS Close,Columbia Valley,2,9,76,0.038,0.105,data\mls_photos\columbia_valley\4905-lakeview-meadows-close-10587559\09_00A18DA7_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A18DA7.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10587559,4905 LAKEVIEW MEADOWS Close,Columbia Valley,3,1,73,0.049,0.246,data\mls_photos\columbia_valley\4905-lakeview-meadows-close-10587559\01_00A18DA7_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A18DA7.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10587559,4905 LAKEVIEW MEADOWS Close,Columbia Valley,4,5,67,0.003,0.005,data\mls_photos\columbia_valley\4905-lakeview-meadows-close-10587559\05_00A18DA7_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A18DA7.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10587559,4905 LAKEVIEW MEADOWS Close,Columbia Valley,5,4,64,0.002,0.008,data\mls_photos\columbia_valley\4905-lakeview-meadows-close-10587559\04_00A18DA7_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A18DA7.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10589073,1453 STODDART Avenue,Columbia Valley,1,9,90,0.034,0.323,data\mls_photos\columbia_valley\1453-stoddart-avenue-10589073\09_00A19391_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19391.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10589073,1453 STODDART Avenue,Columbia Valley,2,10,82,0.065,0.219,data\mls_photos\columbia_valley\1453-stoddart-avenue-10589073\10_00A19391_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19391.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
10589073,1453 STODDART Avenue,Columbia Valley,3,1,80,0.225,0.048,data\mls_photos\columbia_valley\1453-stoddart-avenue-10589073\01_00A19391_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19391.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10589073,1453 STODDART Avenue,Columbia Valley,4,7,76,0.018,0.491,data\mls_photos\columbia_valley\1453-stoddart-avenue-10589073\07_00A19391_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19391.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
10589073,1453 STODDART Avenue,Columbia Valley,5,6,62,0.13,0.063,data\mls_photos\columbia_valley\1453-stoddart-avenue-10589073\06_00A19391_L06.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A19391.L06&failover=portal_Blank.gif,unknown_research_only,needs_review
10607338,4764 TIMBER RIDGE Road,Columbia Valley,1,2,84,0.024,0.47,data\mls_photos\columbia_valley\4764-timber-ridge-road-10607338\02_00A1DAEA_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1DAEA.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10607338,4764 TIMBER RIDGE Road,Columbia Valley,2,3,84,0.024,0.47,data\mls_photos\columbia_valley\4764-timber-ridge-road-10607338\03_00A1DAEA_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1DAEA.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10607338,4764 TIMBER RIDGE Road,Columbia Valley,3,1,78,0.213,0.158,data\mls_photos\columbia_valley\4764-timber-ridge-road-10607338\01_00A1DAEA_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1DAEA.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10607338,4764 TIMBER RIDGE Road,Columbia Valley,4,7,64,0.014,0.134,data\mls_photos\columbia_valley\4764-timber-ridge-road-10607338\07_00A1DAEA_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1DAEA.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
10607338,4764 TIMBER RIDGE Road,Columbia Valley,5,8,62,0.002,0.025,data\mls_photos\columbia_valley\4764-timber-ridge-road-10607338\08_00A1DAEA_L08.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1DAEA.L08&failover=portal_Blank.gif,unknown_research_only,needs_review
10613313,964 LAKEVIEW MEADOWS GLEN,Columbia Valley,1,4,84,0.116,0.178,data\mls_photos\columbia_valley\964-lakeview-meadows-glen-10613313\04_00A1F241_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1F241.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10613313,964 LAKEVIEW MEADOWS GLEN,Columbia Valley,2,3,82,0.461,0.004,data\mls_photos\columbia_valley\964-lakeview-meadows-glen-10613313\03_00A1F241_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1F241.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10613313,964 LAKEVIEW MEADOWS GLEN,Columbia Valley,3,2,73,0.2,0.078,data\mls_photos\columbia_valley\964-lakeview-meadows-glen-10613313\02_00A1F241_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1F241.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10613313,964 LAKEVIEW MEADOWS GLEN,Columbia Valley,4,9,60,0.001,0.038,data\mls_photos\columbia_valley\964-lakeview-meadows-glen-10613313\09_00A1F241_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1F241.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10613313,964 LAKEVIEW MEADOWS GLEN,Columbia Valley,5,6,58,0.026,0.003,data\mls_photos\columbia_valley\964-lakeview-meadows-glen-10613313\06_00A1F241_L06.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1F241.L06&failover=portal_Blank.gif,unknown_research_only,needs_review
