listing_id,address,source_label,candidate_rank,photo_index,outdoor_candidate_score,green_ratio,blue_ratio,local_path,source_url,reuse_rights,review_status
10604265,4827 HOLLAND Crescent,Columbia Valley,1,10,86,0.144,0.513,data\mls_photos\columbia_valley\4827-holland-crescent-10604265\10_00A1CEE9_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1CEE9.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
10604265,4827 HOLLAND Crescent,Columbia Valley,2,2,78,0.058,0.074,data\mls_photos\columbia_valley\4827-holland-crescent-10604265\02_00A1CEE9_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1CEE9.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10604265,4827 HOLLAND Crescent,Columbia Valley,3,1,74,0.011,0.326,data\mls_photos\columbia_valley\4827-holland-crescent-10604265\01_00A1CEE9_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1CEE9.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10604265,4827 HOLLAND Crescent,Columbia Valley,4,4,64,0.03,0.051,data\mls_photos\columbia_valley\4827-holland-crescent-10604265\04_00A1CEE9_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1CEE9.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10604265,4827 HOLLAND Crescent,Columbia Valley,5,8,62,0.094,0.172,data\mls_photos\columbia_valley\4827-holland-crescent-10604265\08_00A1CEE9_L08.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1CEE9.L08&failover=portal_Blank.gif,unknown_research_only,needs_review
10619308,368 PANORAMA Place,Columbia Valley,1,19,72,0.002,0.301,data\mls_photos\columbia_valley\368-panorama-place-10619308\19_00A209AC_L19.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A209AC.L19&failover=portal_Blank.gif,unknown_research_only,needs_review
10619308,368 PANORAMA Place,Columbia Valley,2,10,68,0.001,0.104,data\mls_photos\columbia_valley\368-panorama-place-10619308\10_00A209AC_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A209AC.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
10619308,368 PANORAMA Place,Columbia Valley,3,16,67,0.001,0.074,data\mls_photos\columbia_valley\368-panorama-place-10619308\16_00A209AC_L16.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A209AC.L16&failover=portal_Blank.gif,unknown_research_only,needs_review
10619308,368 PANORAMA Place,Columbia Valley,4,15,58,0.006,0.072,data\mls_photos\columbia_valley\368-panorama-place-10619308\15_00A209AC_L15.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A209AC.L15&failover=portal_Blank.gif,unknown_research_only,needs_review
10619308,368 PANORAMA Place,Columbia Valley,5,7,57,0.001,0.034,data\mls_photos\columbia_valley\368-panorama-place-10619308\07_00A209AC_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A209AC.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
10675110,6948 COLUMBIA RIDGE Drive,Columbia Valley,1,26,70,0.1,0.255,data\mls_photos\columbia_valley\6948-columbia-ridge-drive-10675110\26_00A2E3A6_L26.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E3A6.L26&failover=portal_Blank.gif,unknown_research_only,needs_review
10675110,6948 COLUMBIA RIDGE Drive,Columbia Valley,2,1,69,0.02,0.043,data\mls_photos\columbia_valley\6948-columbia-ridge-drive-10675110\01_00A2E3A6_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E3A6.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10675110,6948 COLUMBIA RIDGE Drive,Columbia Valley,3,6,68,0.025,0.025,data\mls_photos\columbia_valley\6948-columbia-ridge-drive-10675110\06_00A2E3A6_L06.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E3A6.L06&failover=portal_Blank.gif,unknown_research_only,needs_review
10675110,6948 COLUMBIA RIDGE Drive,Columbia Valley,4,7,65,0.055,0.049,data\mls_photos\columbia_valley\6948-columbia-ridge-drive-10675110\07_00A2E3A6_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E3A6.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
10675110,6948 COLUMBIA RIDGE Drive,Columbia Valley,5,13,64,0.003,0.0,data\mls_photos\columbia_valley\6948-columbia-ridge-drive-10675110\13_00A2E3A6_L13.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E3A6.L13&failover=portal_Blank.gif,unknown_research_only,needs_review
20059692,4891 Glen Eagle Drive,Columbia Valley,1,23,84,0.11,0.465,data\mls_photos\columbia_valley\4891-glen-eagle-drive-20059692\23_0132162C_L23.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132162C.L23&failover=portal_Blank.gif,unknown_research_only,needs_review
20059692,4891 Glen Eagle Drive,Columbia Valley,2,1,81,0.094,0.328,data\mls_photos\columbia_valley\4891-glen-eagle-drive-20059692\01_0132162C_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132162C.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
20059692,4891 Glen Eagle Drive,Columbia Valley,3,4,77,0.069,0.507,data\mls_photos\columbia_valley\4891-glen-eagle-drive-20059692\04_0132162C_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132162C.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
20059692,4891 Glen Eagle Drive,Columbia Valley,4,2,67,0.075,0.205,data\mls_photos\columbia_valley\4891-glen-eagle-drive-20059692\02_0132162C_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132162C.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
20059692,4891 Glen Eagle Drive,Columbia Valley,5,3,66,0.021,0.337,data\mls_photos\columbia_valley\4891-glen-eagle-drive-20059692\03_0132162C_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0132162C.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10684558,890 COPPERPOINT Way,Columbia Valley,1,15,61,0.094,0.169,data\mls_photos\columbia_valley\890-copperpoint-way-10684558\15_00A3088E_L15.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3088E.L15&failover=portal_Blank.gif,unknown_research_only,needs_review
10684558,890 COPPERPOINT Way,Columbia Valley,2,4,58,0.223,0.077,data\mls_photos\columbia_valley\890-copperpoint-way-10684558\04_00A3088E_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3088E.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10684558,890 COPPERPOINT Way,Columbia Valley,3,3,57,0.13,0.123,data\mls_photos\columbia_valley\890-copperpoint-way-10684558\03_00A3088E_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3088E.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10684558,890 COPPERPOINT Way,Columbia Valley,4,2,54,0.015,0.189,data\mls_photos\columbia_valley\890-copperpoint-way-10684558\02_00A3088E_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3088E.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10684558,890 COPPERPOINT Way,Columbia Valley,5,16,54,0.045,0.213,data\mls_photos\columbia_valley\890-copperpoint-way-10684558\16_00A3088E_L16.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3088E.L16&failover=portal_Blank.gif,unknown_research_only,needs_review
10682769,5025 RIVERVIEW Road,Columbia Valley,1,12,78,0.328,0.151,data\mls_photos\columbia_valley\5025-riverview-road-10682769\12_00A30191_L12.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30191.L12&failover=portal_Blank.gif,unknown_research_only,needs_review
10682769,5025 RIVERVIEW Road,Columbia Valley,2,2,75,0.348,0.023,data\mls_photos\columbia_valley\5025-riverview-road-10682769\02_00A30191_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30191.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10682769,5025 RIVERVIEW Road,Columbia Valley,3,1,69,0.065,0.175,data\mls_photos\columbia_valley\5025-riverview-road-10682769\01_00A30191_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30191.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10682769,5025 RIVERVIEW Road,Columbia Valley,4,9,52,0.0,0.0,data\mls_photos\columbia_valley\5025-riverview-road-10682769\09_00A30191_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30191.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10682769,5025 RIVERVIEW Road,Columbia Valley,5,4,51,0.017,0.05,data\mls_photos\columbia_valley\5025-riverview-road-10682769\04_00A30191_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A30191.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10573050,5009 FAIRWAY Drive,Columbia Valley,1,9,97,0.492,0.014,data\mls_photos\columbia_valley\5009-fairway-drive-10573050\09_00A154FA_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A154FA.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10573050,5009 FAIRWAY Drive,Columbia Valley,2,10,97,0.194,0.13,data\mls_photos\columbia_valley\5009-fairway-drive-10573050\10_00A154FA_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A154FA.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
10573050,5009 FAIRWAY Drive,Columbia Valley,3,1,86,0.202,0.042,data\mls_photos\columbia_valley\5009-fairway-drive-10573050\01_00A154FA_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A154FA.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10573050,5009 FAIRWAY Drive,Columbia Valley,4,2,76,0.093,0.0,data\mls_photos\columbia_valley\5009-fairway-drive-10573050\02_00A154FA_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A154FA.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10573050,5009 FAIRWAY Drive,Columbia Valley,5,5,74,0.014,0.0,data\mls_photos\columbia_valley\5009-fairway-drive-10573050\05_00A154FA_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A154FA.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10592929,4582 COLUMBIA VIEW Road,Columbia Valley,1,5,87,0.137,0.305,data\mls_photos\columbia_valley\4582-columbia-view-road-10592929\05_00A1A2A1_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1A2A1.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10592929,4582 COLUMBIA VIEW Road,Columbia Valley,2,1,83,0.007,0.772,data\mls_photos\columbia_valley\4582-columbia-view-road-10592929\01_00A1A2A1_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1A2A1.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10592929,4582 COLUMBIA VIEW Road,Columbia Valley,3,10,83,0.032,0.242,data\mls_photos\columbia_valley\4582-columbia-view-road-10592929\10_00A1A2A1_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1A2A1.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
10592929,4582 COLUMBIA VIEW Road,Columbia Valley,4,2,80,0.058,0.2,data\mls_photos\columbia_valley\4582-columbia-view-road-10592929\02_00A1A2A1_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1A2A1.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10592929,4582 COLUMBIA VIEW Road,Columbia Valley,5,9,78,0.051,0.747,data\mls_photos\columbia_valley\4582-columbia-view-road-10592929\09_00A1A2A1_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A1A2A1.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10647009,1502 PINERIDGE MOUNTAIN Place,Columbia Valley,1,5,86,0.122,0.138,data\mls_photos\columbia_valley\1502-pineridge-mountain-place-10647009\05_00A275E1_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A275E1.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
10647009,1502 PINERIDGE MOUNTAIN Place,Columbia Valley,2,13,81,0.221,0.084,data\mls_photos\columbia_valley\1502-pineridge-mountain-place-10647009\13_00A275E1_L13.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A275E1.L13&failover=portal_Blank.gif,unknown_research_only,needs_review
10647009,1502 PINERIDGE MOUNTAIN Place,Columbia Valley,3,4,80,0.238,0.042,data\mls_photos\columbia_valley\1502-pineridge-mountain-place-10647009\04_00A275E1_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A275E1.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10647009,1502 PINERIDGE MOUNTAIN Place,Columbia Valley,4,11,76,0.045,0.056,data\mls_photos\columbia_valley\1502-pineridge-mountain-place-10647009\11_00A275E1_L11.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A275E1.L11&failover=portal_Blank.gif,unknown_research_only,needs_review
10647009,1502 PINERIDGE MOUNTAIN Place,Columbia Valley,5,12,76,0.119,0.038,data\mls_photos\columbia_valley\1502-pineridge-mountain-place-10647009\12_00A275E1_L12.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A275E1.L12&failover=portal_Blank.gif,unknown_research_only,needs_review
10665224,946 RIDGE Place,Columbia Valley,1,8,96,0.426,0.242,data\mls_photos\columbia_valley\946-ridge-place-10665224\08_00A2BD08_L08.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD08.L08&failover=portal_Blank.gif,unknown_research_only,needs_review
10665224,946 RIDGE Place,Columbia Valley,2,9,82,0.492,0.026,data\mls_photos\columbia_valley\946-ridge-place-10665224\09_00A2BD08_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD08.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
10665224,946 RIDGE Place,Columbia Valley,3,18,81,0.31,0.071,data\mls_photos\columbia_valley\946-ridge-place-10665224\18_00A2BD08_L18.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD08.L18&failover=portal_Blank.gif,unknown_research_only,needs_review
10665224,946 RIDGE Place,Columbia Valley,4,6,77,0.344,0.066,data\mls_photos\columbia_valley\946-ridge-place-10665224\06_00A2BD08_L06.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD08.L06&failover=portal_Blank.gif,unknown_research_only,needs_review
10665224,946 RIDGE Place,Columbia Valley,5,7,77,0.006,0.556,data\mls_photos\columbia_valley\946-ridge-place-10665224\07_00A2BD08_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2BD08.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
10669410,2572 LEDGEROCK Ridge,Columbia Valley,1,3,70,0.106,0.29,data\mls_photos\columbia_valley\2572-ledgerock-ridge-10669410\03_00A2CD62_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2CD62.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
10669410,2572 LEDGEROCK Ridge,Columbia Valley,2,1,61,0.034,0.307,data\mls_photos\columbia_valley\2572-ledgerock-ridge-10669410\01_00A2CD62_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2CD62.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10669410,2572 LEDGEROCK Ridge,Columbia Valley,3,2,61,0.035,0.281,data\mls_photos\columbia_valley\2572-ledgerock-ridge-10669410\02_00A2CD62_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2CD62.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10669410,2572 LEDGEROCK Ridge,Columbia Valley,4,15,59,0.074,0.223,data\mls_photos\columbia_valley\2572-ledgerock-ridge-10669410\15_00A2CD62_L15.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2CD62.L15&failover=portal_Blank.gif,unknown_research_only,needs_review
10669410,2572 LEDGEROCK Ridge,Columbia Valley,5,8,53,0.003,0.153,data\mls_photos\columbia_valley\2572-ledgerock-ridge-10669410\08_00A2CD62_L08.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2CD62.L08&failover=portal_Blank.gif,unknown_research_only,needs_review
10675551,1101 6TH Street,Columbia Valley,1,29,79,0.245,0.443,data\mls_photos\columbia_valley\1101-6th-street-10675551\29_00A2E55F_L29.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E55F.L29&failover=portal_Blank.gif,unknown_research_only,needs_review
10675551,1101 6TH Street,Columbia Valley,2,30,78,0.283,0.09,data\mls_photos\columbia_valley\1101-6th-street-10675551\30_00A2E55F_L30.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E55F.L30&failover=portal_Blank.gif,unknown_research_only,needs_review
10675551,1101 6TH Street,Columbia Valley,3,28,77,0.253,0.413,data\mls_photos\columbia_valley\1101-6th-street-10675551\28_00A2E55F_L28.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E55F.L28&failover=portal_Blank.gif,unknown_research_only,needs_review
10675551,1101 6TH Street,Columbia Valley,4,1,72,0.07,0.351,data\mls_photos\columbia_valley\1101-6th-street-10675551\01_00A2E55F_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E55F.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10675551,1101 6TH Street,Columbia Valley,5,15,72,0.038,0.369,data\mls_photos\columbia_valley\1101-6th-street-10675551\15_00A2E55F_L15.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2E55F.L15&failover=portal_Blank.gif,unknown_research_only,needs_review
10680493,4958 MERLO Road,Columbia Valley,1,13,94,0.293,0.294,data\mls_photos\columbia_valley\4958-merlo-road-10680493\13_00A2F8AD_L13.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2F8AD.L13&failover=portal_Blank.gif,unknown_research_only,needs_review
10680493,4958 MERLO Road,Columbia Valley,2,11,85,0.217,0.256,data\mls_photos\columbia_valley\4958-merlo-road-10680493\11_00A2F8AD_L11.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2F8AD.L11&failover=portal_Blank.gif,unknown_research_only,needs_review
10680493,4958 MERLO Road,Columbia Valley,3,12,80,0.284,0.11,data\mls_photos\columbia_valley\4958-merlo-road-10680493\12_00A2F8AD_L12.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2F8AD.L12&failover=portal_Blank.gif,unknown_research_only,needs_review
10680493,4958 MERLO Road,Columbia Valley,4,4,66,0.202,0.146,data\mls_photos\columbia_valley\4958-merlo-road-10680493\04_00A2F8AD_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2F8AD.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
10680493,4958 MERLO Road,Columbia Valley,5,10,64,0.003,0.394,data\mls_photos\columbia_valley\4958-merlo-road-10680493\10_00A2F8AD_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A2F8AD.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
10683660,5138 RIVERVIEW Crescent,Columbia Valley,1,29,98,0.619,0.071,data\mls_photos\columbia_valley\5138-riverview-crescent-10683660\29_00A3050C_L29.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3050C.L29&failover=portal_Blank.gif,unknown_research_only,needs_review
10683660,5138 RIVERVIEW Crescent,Columbia Valley,2,1,97,0.522,0.194,data\mls_photos\columbia_valley\5138-riverview-crescent-10683660\01_00A3050C_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3050C.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
10683660,5138 RIVERVIEW Crescent,Columbia Valley,3,27,97,0.533,0.135,data\mls_photos\columbia_valley\5138-riverview-crescent-10683660\27_00A3050C_L27.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3050C.L27&failover=portal_Blank.gif,unknown_research_only,needs_review
10683660,5138 RIVERVIEW Crescent,Columbia Valley,4,2,82,0.346,0.149,data\mls_photos\columbia_valley\5138-riverview-crescent-10683660\02_00A3050C_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3050C.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
10683660,5138 RIVERVIEW Crescent,Columbia Valley,5,30,66,0.169,0.182,data\mls_photos\columbia_valley\5138-riverview-crescent-10683660\30_00A3050C_L30.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=00A3050C.L30&failover=portal_Blank.gif,unknown_research_only,needs_review
20021525,4585 COLUMERE Road,Columbia Valley,1,2,100,0.515,0.148,data\mls_photos\columbia_valley\4585-columere-road-20021525\02_01318115_L02.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=01318115.L02&failover=portal_Blank.gif,unknown_research_only,needs_review
20021525,4585 COLUMERE Road,Columbia Valley,2,4,92,0.447,0.011,data\mls_photos\columbia_valley\4585-columere-road-20021525\04_01318115_L04.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=01318115.L04&failover=portal_Blank.gif,unknown_research_only,needs_review
20021525,4585 COLUMERE Road,Columbia Valley,3,6,90,0.375,0.102,data\mls_photos\columbia_valley\4585-columere-road-20021525\06_01318115_L06.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=01318115.L06&failover=portal_Blank.gif,unknown_research_only,needs_review
20021525,4585 COLUMERE Road,Columbia Valley,4,7,88,0.385,0.086,data\mls_photos\columbia_valley\4585-columere-road-20021525\07_01318115_L07.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=01318115.L07&failover=portal_Blank.gif,unknown_research_only,needs_review
20021525,4585 COLUMERE Road,Columbia Valley,5,10,84,0.168,0.26,data\mls_photos\columbia_valley\4585-columere-road-20021525\10_01318115_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=01318115.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
20021647,13-640 UPPER LAKEVIEW Road,Columbia Valley,1,14,69,0.024,0.26,data\mls_photos\columbia_valley\13-640-upper-lakeview-road-20021647\14_0131818F_L14.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131818F.L14&failover=portal_Blank.gif,unknown_research_only,needs_review
20021647,13-640 UPPER LAKEVIEW Road,Columbia Valley,2,15,62,0.025,0.242,data\mls_photos\columbia_valley\13-640-upper-lakeview-road-20021647\15_0131818F_L15.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131818F.L15&failover=portal_Blank.gif,unknown_research_only,needs_review
20021647,13-640 UPPER LAKEVIEW Road,Columbia Valley,3,3,59,0.011,0.284,data\mls_photos\columbia_valley\13-640-upper-lakeview-road-20021647\03_0131818F_L03.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131818F.L03&failover=portal_Blank.gif,unknown_research_only,needs_review
20021647,13-640 UPPER LAKEVIEW Road,Columbia Valley,4,6,59,0.016,0.268,data\mls_photos\columbia_valley\13-640-upper-lakeview-road-20021647\06_0131818F_L06.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131818F.L06&failover=portal_Blank.gif,unknown_research_only,needs_review
20021647,13-640 UPPER LAKEVIEW Road,Columbia Valley,5,5,58,0.01,0.332,data\mls_photos\columbia_valley\13-640-upper-lakeview-road-20021647\05_0131818F_L05.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131818F.L05&failover=portal_Blank.gif,unknown_research_only,needs_review
20040895,930 COPPER POINT Way,Columbia Valley,1,1,80,0.055,0.185,data\mls_photos\columbia_valley\930-copper-point-way-20040895\01_0131CCBF_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131CCBF.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
20040895,930 COPPER POINT Way,Columbia Valley,2,9,56,0.081,0.152,data\mls_photos\columbia_valley\930-copper-point-way-20040895\09_0131CCBF_L09.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131CCBF.L09&failover=portal_Blank.gif,unknown_research_only,needs_review
20040895,930 COPPER POINT Way,Columbia Valley,3,10,55,0.01,0.138,data\mls_photos\columbia_valley\930-copper-point-way-20040895\10_0131CCBF_L10.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131CCBF.L10&failover=portal_Blank.gif,unknown_research_only,needs_review
20040895,930 COPPER POINT Way,Columbia Valley,4,22,55,0.057,0.146,data\mls_photos\columbia_valley\930-copper-point-way-20040895\22_0131CCBF_L22.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131CCBF.L22&failover=portal_Blank.gif,unknown_research_only,needs_review
20040895,930 COPPER POINT Way,Columbia Valley,5,8,54,0.038,0.149,data\mls_photos\columbia_valley\930-copper-point-way-20040895\08_0131CCBF_L08.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=0131CCBF.L08&failover=portal_Blank.gif,unknown_research_only,needs_review
20084577,4885 Carnoustie Place,Columbia Valley,1,1,55,0.02,0.261,data\mls_photos\columbia_valley\4885-carnoustie-place-20084577\01_01327761_L01.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=01327761.L01&failover=portal_Blank.gif,unknown_research_only,needs_review
20084577,4885 Carnoustie Place,Columbia Valley,2,17,48,0.031,0.037,data\mls_photos\columbia_valley\4885-carnoustie-place-20084577\17_01327761_L17.jpg,https://images.realtyserver.com/photo_server.php?btnSubmit=GetPhoto&board=air&name=01327761.L17&failover=portal_Blank.gif,unknown_research_only,needs_review
